"","file_stem","X","articles","url","volume","issue","page","p_values_reported","p_values_reported_less_05","volume_factor"
"288","40_19_3827",562,"jneuro;40/19/3827","40/19/3827",40,19,3827,15,8,"40"
"289","40_19_3838",563,"jneuro;40/19/3838","40/19/3838",40,19,3838,31,21,"40"
"290","40_19_3849",564,"jneuro;40/19/3849","40/19/3849",40,19,3849,29,20,"40"
"291","40_19_3862",565,"jneuro;40/19/3862","40/19/3862",40,19,3862,35,30,"40"
"292","40_2_267",797,"jneuro;40/2/267","40/2/267",40,2,267,21,7,"40"
"293","40_2_283",798,"jneuro;40/2/283","40/2/283",40,2,283,3,3,"40"
"294","40_2_297",799,"jneuro;40/2/297","40/2/297",40,2,297,83,63,"40"
"295","40_2_311",800,"jneuro;40/2/311","40/2/311",40,2,311,9,5,"40"
"296","40_2_327",801,"jneuro;40/2/327","40/2/327",40,2,327,12,9,"40"
"297","40_2_343",802,"jneuro;40/2/343","40/2/343",40,2,343,23,8,"40"
"298","40_2_355",803,"jneuro;40/2/355","40/2/355",40,2,355,9,4,"40"
"299","40_2_369",804,"jneuro;40/2/369","40/2/369",40,2,369,29,16,"40"
"300","40_2_382",805,"jneuro;40/2/382","40/2/382",40,2,382,33,21,"40"
"301","40_2_395",806,"jneuro;40/2/395","40/2/395",40,2,395,88,35,"40"
"302","40_2_411",807,"jneuro;40/2/411","40/2/411",40,2,411,14,11,"40"
"303","40_2_424",808,"jneuro;40/2/424","40/2/424",40,2,424,20,0,"40"
"304","40_2_447",809,"jneuro;40/2/447","40/2/447",40,2,447,54,35,"40"
"305","40_2_459",810,"jneuro;40/2/459","40/2/459",40,2,459,45,37,"40"
"306","40_2_478",811,"jneuro;40/2/478","40/2/478",40,2,478,130,110,"40"
"307","40_20_3882",540,"jneuro;40/20/3882","40/20/3882",40,20,3882,47,26,"40"
"308","40_20_3896",541,"jneuro;40/20/3896","40/20/3896",40,20,3896,11,10,"40"
"309","40_20_3915",542,"jneuro;40/20/3915","40/20/3915",40,20,3915,106,80,"40"
"310","40_20_3933",543,"jneuro;40/20/3933","40/20/3933",40,20,3933,21,15,"40"
"311","40_20_3949",544,"jneuro;40/20/3949","40/20/3949",40,20,3949,94,48,"40"
"312","40_20_3969",545,"jneuro;40/20/3969","40/20/3969",40,20,3969,19,11,"40"
"313","40_20_3981",546,"jneuro;40/20/3981","40/20/3981",40,20,3981,58,17,"40"
"314","40_20_3995",547,"jneuro;40/20/3995","40/20/3995",40,20,3995,71,56,"40"
"315","40_20_4010",548,"jneuro;40/20/4010","40/20/4010",40,20,4010,27,25,"40"
"316","40_20_4021",549,"jneuro;40/20/4021","40/20/4021",40,20,4021,73,51,"40"
"317","40_20_4033",550,"jneuro;40/20/4033","40/20/4033",40,20,4033,17,8,"40"
"318","40_20_4042",551,"jneuro;40/20/4042","40/20/4042",40,20,4042,35,21,"40"
"319","40_20_4059",552,"jneuro;40/20/4059","40/20/4059",40,20,4059,6,4,"40"
"320","40_21_4090",527,"jneuro;40/21/4090","40/21/4090",40,21,4090,27,4,"40"
"321","40_21_4103",528,"jneuro;40/21/4103","40/21/4103",40,21,4103,54,36,"40"
"322","40_21_4116",529,"jneuro;40/21/4116","40/21/4116",40,21,4116,13,10,"40"
"323","40_21_4130",530,"jneuro;40/21/4130","40/21/4130",40,21,4130,3,3,"40"
"324","40_21_4145",531,"jneuro;40/21/4145","40/21/4145",40,21,4145,126,62,"40"
"325","40_21_4158",532,"jneuro;40/21/4158","40/21/4158",40,21,4158,85,61,"40"
"326","40_21_4172",533,"jneuro;40/21/4172","40/21/4172",40,21,4172,42,17,"40"
"327","40_21_4185",534,"jneuro;40/21/4185","40/21/4185",40,21,4185,3,2,"40"
"328","40_21_4203",535,"jneuro;40/21/4203","40/21/4203",40,21,4203,14,9,"40"
"329","40_21_4219",536,"jneuro;40/21/4219","40/21/4219",40,21,4219,27,17,"40"
"330","40_21_4230",537,"jneuro;40/21/4230","40/21/4230",40,21,4230,38,28,"40"
"331","40_21_4240",538,"jneuro;40/21/4240","40/21/4240",40,21,4240,43,38,"40"
"332","40_21_4251",539,"jneuro;40/21/4251","40/21/4251",40,21,4251,7,2,"40"
"333","40_22_4266",514,"jneuro;40/22/4266","40/22/4266",40,22,4266,26,16,"40"
"334","40_22_4277",515,"jneuro;40/22/4277","40/22/4277",40,22,4277,51,24,"40"
"335","40_22_4297",516,"jneuro;40/22/4297","40/22/4297",40,22,4297,19,0,"40"
"336","40_22_4309",517,"jneuro;40/22/4309","40/22/4309",40,22,4309,18,13,"40"
"337","40_22_4323",518,"jneuro;40/22/4323","40/22/4323",40,22,4323,76,42,"40"
"338","40_22_4335",519,"jneuro;40/22/4335","40/22/4335",40,22,4335,13,3,"40"
"339","40_22_4348",520,"jneuro;40/22/4348","40/22/4348",40,22,4348,37,14,"40"
"340","40_22_4363",521,"jneuro;40/22/4363","40/22/4363",40,22,4363,29,15,"40"
"341","40_22_4372",522,"jneuro;40/22/4372","40/22/4372",40,22,4372,52,33,"40"
"342","40_22_4391",523,"jneuro;40/22/4391","40/22/4391",40,22,4391,108,40,"40"
"343","40_22_4401",524,"jneuro;40/22/4401","40/22/4401",40,22,4401,19,15,"40"
"344","40_22_4410",525,"jneuro;40/22/4410","40/22/4410",40,22,4410,36,16,"40"
"345","40_22_4418",526,"jneuro;40/22/4418","40/22/4418",40,22,4418,75,45,"40"
"346","40_23_4439",501,"jneuro;40/23/4439","40/23/4439",40,23,4439,195,85,"40"
"347","40_23_4457",502,"jneuro;40/23/4457","40/23/4457",40,23,4457,4,4,"40"
"348","40_23_4469",503,"jneuro;40/23/4469","40/23/4469",40,23,4469,46,23,"40"
"349","40_23_4483",504,"jneuro;40/23/4483","40/23/4483",40,23,4483,11,1,"40"
"350","40_23_4512",505,"jneuro;40/23/4512","40/23/4512",40,23,4512,19,9,"40"
"351","40_23_4525",506,"jneuro;40/23/4525","40/23/4525",40,23,4525,10,5,"40"
"352","40_23_4536",507,"jneuro;40/23/4536","40/23/4536",40,23,4536,5,4,"40"
"353","40_23_4551",508,"jneuro;40/23/4551","40/23/4551",40,23,4551,58,34,"40"
"354","40_23_4565",509,"jneuro;40/23/4565","40/23/4565",40,23,4565,72,42,"40"
"355","40_23_4576",510,"jneuro;40/23/4576","40/23/4576",40,23,4576,36,26,"40"
"356","40_23_4586",511,"jneuro;40/23/4586","40/23/4586",40,23,4586,32,21,"40"
"357","40_23_4596",512,"jneuro;40/23/4596","40/23/4596",40,23,4596,77,32,"40"
"358","40_23_4609",513,"jneuro;40/23/4609","40/23/4609",40,23,4609,78,64,"40"
"359","40_24_4622",488,"jneuro;40/24/4622","40/24/4622",40,24,4622,655,385,"40"
"360","40_24_4644",489,"jneuro;40/24/4644","40/24/4644",40,24,4644,54,47,"40"
"361","40_24_4661",490,"jneuro;40/24/4661","40/24/4661",40,24,4661,0,0,"40"
"362","40_24_4673",491,"jneuro;40/24/4673","40/24/4673",40,24,4673,25,18,"40"
"363","40_24_4685",492,"jneuro;40/24/4685","40/24/4685",40,24,4685,22,13,"40"
"364","40_24_4700",493,"jneuro;40/24/4700","40/24/4700",40,24,4700,13,1,"40"
"365","40_24_4715",494,"jneuro;40/24/4715","40/24/4715",40,24,4715,94,57,"40"
"366","40_24_4727",495,"jneuro;40/24/4727","40/24/4727",40,24,4727,36,19,"40"
"367","40_24_4739",496,"jneuro;40/24/4739","40/24/4739",40,24,4739,59,27,"40"
"368","40_24_4750",497,"jneuro;40/24/4750","40/24/4750",40,24,4750,102,30,"40"
"369","40_24_4761",498,"jneuro;40/24/4761","40/24/4761",40,24,4761,21,8,"40"
"370","40_24_4773",499,"jneuro;40/24/4773","40/24/4773",40,24,4773,78,35,"40"
"371","40_24_4788",500,"jneuro;40/24/4788","40/24/4788",40,24,4788,74,22,"40"
"372","40_25_4798",475,"jneuro;40/25/4798","40/25/4798",40,25,4798,22,16,"40"
"373","40_25_4813",476,"jneuro;40/25/4813","40/25/4813",40,25,4813,20,3,"40"
"374","40_25_4824",477,"jneuro;40/25/4824","40/25/4824",40,25,4824,63,49,"40"
"375","40_25_4842",478,"jneuro;40/25/4842","40/25/4842",40,25,4842,109,44,"40"
"376","40_25_4858",479,"jneuro;40/25/4858","40/25/4858",40,25,4858,345,118,"40"
"377","40_25_4881",480,"jneuro;40/25/4881","40/25/4881",40,25,4881,15,13,"40"
"378","40_25_4888",481,"jneuro;40/25/4888","40/25/4888",40,25,4888,39,24,"40"
"379","40_25_4900",482,"jneuro;40/25/4900","40/25/4900",40,25,4900,58,47,"40"
"380","40_25_4913",483,"jneuro;40/25/4913","40/25/4913",40,25,4913,3,3,"40"
"381","40_25_4925",484,"jneuro;40/25/4925","40/25/4925",40,25,4925,16,8,"40"
"382","40_25_4936",485,"jneuro;40/25/4936","40/25/4936",40,25,4936,43,34,"40"
"383","40_25_4945",486,"jneuro;40/25/4945","40/25/4945",40,25,4945,24,12,"40"
"384","40_25_4954",487,"jneuro;40/25/4954","40/25/4954",40,25,4954,41,24,"40"
"385","40_26_4972",462,"jneuro;40/26/4972","40/26/4972",40,26,4972,37,24,"40"
"386","40_26_4981",463,"jneuro;40/26/4981","40/26/4981",40,26,4981,152,93,"40"
"387","40_26_4997",464,"jneuro;40/26/4997","40/26/4997",40,26,4997,49,38,"40"
"388","40_26_5008",465,"jneuro;40/26/5008","40/26/5008",40,26,5008,37,21,"40"
"389","40_26_5019",466,"jneuro;40/26/5019","40/26/5019",40,26,5019,14,3,"40"
"390","40_26_5033",467,"jneuro;40/26/5033","40/26/5033",40,26,5033,93,47,"40"
"391","40_26_5051",468,"jneuro;40/26/5051","40/26/5051",40,26,5051,8,5,"40"
"392","40_26_5063",469,"jneuro;40/26/5063","40/26/5063",40,26,5063,68,36,"40"
"393","40_26_5078",470,"jneuro;40/26/5078","40/26/5078",40,26,5078,0,0,"40"
"394","40_26_5090",471,"jneuro;40/26/5090","40/26/5090",40,26,5090,13,4,"40"
"395","40_26_5105",472,"jneuro;40/26/5105","40/26/5105",40,26,5105,21,15,"40"
"396","40_26_5116",473,"jneuro;40/26/5116","40/26/5116",40,26,5116,226,82,"40"
"397","40_26_5137",474,"jneuro;40/26/5137","40/26/5137",40,26,5137,9,7,"40"
"398","40_27_5161",449,"jneuro;40/27/5161","40/27/5161",40,27,5161,192,113,"40"
"399","40_27_5177",450,"jneuro;40/27/5177","40/27/5177",40,27,5177,1,1,"40"
"400","40_27_5196",451,"jneuro;40/27/5196","40/27/5196",40,27,5196,60,34,"40"
"401","40_27_5208",452,"jneuro;40/27/5208","40/27/5208",40,27,5208,13,8,"40"
"402","40_27_5214",453,"jneuro;40/27/5214","40/27/5214",40,27,5214,52,47,"40"
"403","40_27_5228",454,"jneuro;40/27/5228","40/27/5228",40,27,5228,43,21,"40"
"404","40_27_5247",455,"jneuro;40/27/5247","40/27/5247",40,27,5247,36,12,"40"
"405","40_27_5264",456,"jneuro;40/27/5264","40/27/5264",40,27,5264,37,17,"40"
"406","40_27_5273",457,"jneuro;40/27/5273","40/27/5273",40,27,5273,36,16,"40"
"407","40_27_5283",458,"jneuro;40/27/5283","40/27/5283",40,27,5283,40,31,"40"
"408","40_27_5300",459,"jneuro;40/27/5300","40/27/5300",40,27,5300,18,8,"40"
"409","40_27_5314",460,"jneuro;40/27/5314","40/27/5314",40,27,5314,19,5,"40"
"410","40_27_5327",461,"jneuro;40/27/5327","40/27/5327",40,27,5327,26,18,"40"
"411","40_28_5347",436,"jneuro;40/28/5347","40/28/5347",40,28,5347,70,42,"40"
"412","40_28_5362",437,"jneuro;40/28/5362","40/28/5362",40,28,5362,45,38,"40"
"413","40_28_5376",438,"jneuro;40/28/5376","40/28/5376",40,28,5376,46,28,"40"
"414","40_28_5389",439,"jneuro;40/28/5389","40/28/5389",40,28,5389,60,30,"40"
"415","40_28_5402",440,"jneuro;40/28/5402","40/28/5402",40,28,5402,48,27,"40"
"416","40_28_5413",441,"jneuro;40/28/5413","40/28/5413",40,28,5413,130,124,"40"
"417","40_28_5431",442,"jneuro;40/28/5431","40/28/5431",40,28,5431,65,7,"40"
"418","40_28_5443",443,"jneuro;40/28/5443","40/28/5443",40,28,5443,15,3,"40"
"419","40_28_5455",444,"jneuro;40/28/5455","40/28/5455",40,28,5455,35,28,"40"
"420","40_28_5465",445,"jneuro;40/28/5465","40/28/5465",40,28,5465,0,0,"40"
"421","40_28_5471",446,"jneuro;40/28/5471","40/28/5471",40,28,5471,35,9,"40"
"422","40_28_5480",447,"jneuro;40/28/5480","40/28/5480",40,28,5480,162,110,"40"
"423","40_28_5495",448,"jneuro;40/28/5495","40/28/5495",40,28,5495,82,31,"40"
"424","40_29_5518",423,"jneuro;40/29/5518","40/29/5518",40,29,5518,64,49,"40"
"425","40_29_5531",424,"jneuro;40/29/5531","40/29/5531",40,29,5531,77,54,"40"
"426","40_29_5549",425,"jneuro;40/29/5549","40/29/5549",40,29,5549,22,15,"40"
"427","40_29_5561",426,"jneuro;40/29/5561","40/29/5561",40,29,5561,17,13,"40"
"428","40_29_5572",427,"jneuro;40/29/5572","40/29/5572",40,29,5572,13,6,"40"
"429","40_29_5589",428,"jneuro;40/29/5589","40/29/5589",40,29,5589,7,4,"40"
"430","40_29_5604",429,"jneuro;40/29/5604","40/29/5604",40,29,5604,5,4,"40"
"431","40_29_5616",430,"jneuro;40/29/5616","40/29/5616",40,29,5616,64,52,"40"
"432","40_29_5628",431,"jneuro;40/29/5628","40/29/5628",40,29,5628,103,42,"40"
"433","40_29_5644",432,"jneuro;40/29/5644","40/29/5644",40,29,5644,49,35,"40"
"434","40_29_5658",433,"jneuro;40/29/5658","40/29/5658",40,29,5658,26,18,"40"
"435","40_29_5669",434,"jneuro;40/29/5669","40/29/5669",40,29,5669,39,27,"40"
"436","40_29_5681",435,"jneuro;40/29/5681","40/29/5681",40,29,5681,136,109,"40"
"437","40_3_496",782,"jneuro;40/3/496","40/3/496",40,3,496,23,9,"40"
"438","40_3_509",783,"jneuro;40/3/509","40/3/509",40,3,509,23,10,"40"
"439","40_3_526",784,"jneuro;40/3/526","40/3/526",40,3,526,147,101,"40"
"440","40_3_542",785,"jneuro;40/3/542","40/3/542",40,3,542,36,26,"40"
"441","40_3_557",786,"jneuro;40/3/557","40/3/557",40,3,557,20,11,"40"
"442","40_3_569",787,"jneuro;40/3/569","40/3/569",40,3,569,43,26,"40"
"443","40_3_585",788,"jneuro;40/3/585","40/3/585",40,3,585,186,88,"40"
"444","40_3_605",789,"jneuro;40/3/605","40/3/605",40,3,605,372,262,"40"
"445","40_3_619",790,"jneuro;40/3/619","40/3/619",40,3,619,18,12,"40"
"446","40_3_632",791,"jneuro;40/3/632","40/3/632",40,3,632,185,95,"40"
"447","40_3_648",792,"jneuro;40/3/648","40/3/648",40,3,648,33,16,"40"
"448","40_3_661",793,"jneuro;40/3/661","40/3/661",40,3,661,27,12,"40"
"449","40_3_671",794,"jneuro;40/3/671","40/3/671",40,3,671,36,19,"40"
"450","40_3_682",795,"jneuro;40/3/682","40/3/682",40,3,682,35,14,"40"
"451","40_3_694",796,"jneuro;40/3/694","40/3/694",40,3,694,136,94,"40"
"452","40_30_5709",410,"jneuro;40/30/5709","40/30/5709",40,30,5709,3,2,"40"
"453","40_30_5724",411,"jneuro;40/30/5724","40/30/5724",40,30,5724,31,24,"40"
"454","40_30_5740",412,"jneuro;40/30/5740","40/30/5740",40,30,5740,114,70,"40"
"455","40_30_5757",413,"jneuro;40/30/5757","40/30/5757",40,30,5757,45,21,"40"
"456","40_30_5769",414,"jneuro;40/30/5769","40/30/5769",40,30,5769,107,71,"40"
"457","40_30_5785",415,"jneuro;40/30/5785","40/30/5785",40,30,5785,6,5,"40"
"458","40_30_5797",416,"jneuro;40/30/5797","40/30/5797",40,30,5797,10,8,"40"
"459","40_30_5807",417,"jneuro;40/30/5807","40/30/5807",40,30,5807,0,0,"40"
"460","40_30_5820",418,"jneuro;40/30/5820","40/30/5820",40,30,5820,10,5,"40"
"461","40_30_5833",419,"jneuro;40/30/5833","40/30/5833",40,30,5833,32,15,"40"
"462","40_30_5847",420,"jneuro;40/30/5847","40/30/5847",40,30,5847,57,28,"40"
"463","40_30_5857",421,"jneuro;40/30/5857","40/30/5857",40,30,5857,67,41,"40"
"464","40_30_5871",422,"jneuro;40/30/5871","40/30/5871",40,30,5871,71,59,"40"
"465","40_31_5894",397,"jneuro;40/31/5894","40/31/5894",40,31,5894,59,27,"40"
"466","40_31_5908",398,"jneuro;40/31/5908","40/31/5908",40,31,5908,58,51,"40"
"467","40_31_5922",399,"jneuro;40/31/5922","40/31/5922",40,31,5922,28,10,"40"
"468","40_31_5937",400,"jneuro;40/31/5937","40/31/5937",40,31,5937,24,20,"40"
"469","40_31_5954",401,"jneuro;40/31/5954","40/31/5954",40,31,5954,0,0,"40"
"470","40_31_5970",402,"jneuro;40/31/5970","40/31/5970",40,31,5970,28,18,"40"
"471","40_31_5990",403,"jneuro;40/31/5990","40/31/5990",40,31,5990,12,0,"40"
"472","40_31_6007",404,"jneuro;40/31/6007","40/31/6007",40,31,6007,52,19,"40"
"473","40_31_6018",405,"jneuro;40/31/6018","40/31/6018",40,31,6018,57,51,"40"
"474","40_31_6035",406,"jneuro;40/31/6035","40/31/6035",40,31,6035,100,72,"40"
"475","40_31_6049",407,"jneuro;40/31/6049","40/31/6049",40,31,6049,50,30,"40"
"476","40_31_6068",408,"jneuro;40/31/6068","40/31/6068",40,31,6068,107,54,"40"
"477","40_31_6082",409,"jneuro;40/31/6082","40/31/6082",40,31,6082,34,18,"40"
"478","40_32_6103",384,"jneuro;40/32/6103","40/32/6103",40,32,6103,10,8,"40"
"479","40_32_6112",385,"jneuro;40/32/6112","40/32/6112",40,32,6112,24,10,"40"
"480","40_32_6121",386,"jneuro;40/32/6121","40/32/6121",40,32,6121,24,13,"40"
"481","40_32_6133",387,"jneuro;40/32/6133","40/32/6133",40,32,6133,80,51,"40"
"482","40_32_6146",388,"jneuro;40/32/6146","40/32/6146",40,32,6146,107,68,"40"
"483","40_32_6165",389,"jneuro;40/32/6165","40/32/6165",40,32,6165,17,11,"40"
"484","40_32_6177",390,"jneuro;40/32/6177","40/32/6177",40,32,6177,32,6,"40"
"485","40_32_6189",391,"jneuro;40/32/6189","40/32/6189",40,32,6189,28,12,"40"
"486","40_32_6207",392,"jneuro;40/32/6207","40/32/6207",40,32,6207,18,8,"40"
"487","40_32_6219",393,"jneuro;40/32/6219","40/32/6219",40,32,6219,10,7,"40"
"488","40_32_6228",394,"jneuro;40/32/6228","40/32/6228",40,32,6228,30,19,"40"
"489","40_32_6234",395,"jneuro;40/32/6234","40/32/6234",40,32,6234,89,44,"40"
"490","40_32_6250",396,"jneuro;40/32/6250","40/32/6250",40,32,6250,45,26,"40"
"491","40_33_6270",371,"jneuro;40/33/6270","40/33/6270",40,33,6270,65,40,"40"
"492","40_33_6289",372,"jneuro;40/33/6289","40/33/6289",40,33,6289,57,33,"40"
"493","40_33_6309",373,"jneuro;40/33/6309","40/33/6309",40,33,6309,9,8,"40"
"494","40_33_6328",374,"jneuro;40/33/6328","40/33/6328",40,33,6328,32,22,"40"
"495","40_33_6345",375,"jneuro;40/33/6345","40/33/6345",40,33,6345,27,16,"40"
"496","40_33_6357",376,"jneuro;40/33/6357","40/33/6357",40,33,6357,1,0,"40"
"497","40_33_6367",377,"jneuro;40/33/6367","40/33/6367",40,33,6367,6,5,"40"
"498","40_33_6379",378,"jneuro;40/33/6379","40/33/6379",40,33,6379,79,46,"40"
"499","40_33_6389",379,"jneuro;40/33/6389","40/33/6389",40,33,6389,26,15,"40"
"500","40_33_6398",380,"jneuro;40/33/6398","40/33/6398",40,33,6398,73,64,"40"
"501","40_33_6409",381,"jneuro;40/33/6409","40/33/6409",40,33,6409,99,61,"40"
"502","40_33_6428",382,"jneuro;40/33/6428","40/33/6428",40,33,6428,96,84,"40"
"503","40_33_6444",383,"jneuro;40/33/6444","40/33/6444",40,33,6444,83,33,"40"
"504","40_34_6477",358,"jneuro;40/34/6477","40/34/6477",40,34,6477,78,63,"40"
"505","40_34_6489",359,"jneuro;40/34/6489","40/34/6489",40,34,6489,19,19,"40"
"506","40_34_6503",360,"jneuro;40/34/6503","40/34/6503",40,34,6503,74,72,"40"
"507","40_34_6522",361,"jneuro;40/34/6522","40/34/6522",40,34,6522,130,106,"40"
"508","40_34_6536",362,"jneuro;40/34/6536","40/34/6536",40,34,6536,130,33,"40"
"509","40_34_6557",363,"jneuro;40/34/6557","40/34/6557",40,34,6557,70,36,"40"
"510","40_34_6572",364,"jneuro;40/34/6572","40/34/6572",40,34,6572,10,7,"40"
"511","40_34_6584",365,"jneuro;40/34/6584","40/34/6584",40,34,6584,31,4,"40"
"512","40_34_6600",366,"jneuro;40/34/6600","40/34/6600",40,34,6600,11,7,"40"
"513","40_34_6613",367,"jneuro;40/34/6613","40/34/6613",40,34,6613,27,19,"40"
"514","40_34_6624",368,"jneuro;40/34/6624","40/34/6624",40,34,6624,56,33,"40"
"515","40_34_6638",369,"jneuro;40/34/6638","40/34/6638",40,34,6638,23,20,"40"
"516","40_34_6649",370,"jneuro;40/34/6649","40/34/6649",40,34,6649,12,3,"40"
"517","40_35_6664",345,"jneuro;40/35/6664","40/35/6664",40,35,6664,33,0,"40"
"518","40_35_6678",346,"jneuro;40/35/6678","40/35/6678",40,35,6678,11,6,"40"
"519","40_35_6691",347,"jneuro;40/35/6691","40/35/6691",40,35,6691,11,8,"40"
"520","40_35_6709",348,"jneuro;40/35/6709","40/35/6709",40,35,6709,68,44,"40"
"521","40_35_6722",349,"jneuro;40/35/6722","40/35/6722",40,35,6722,34,24,"40"
"522","40_35_6732",350,"jneuro;40/35/6732","40/35/6732",40,35,6732,73,64,"40"
"523","40_35_6748",351,"jneuro;40/35/6748","40/35/6748",40,35,6748,16,9,"40"
"524","40_35_6759",352,"jneuro;40/35/6759","40/35/6759",40,35,6759,28,21,"40"
"525","40_35_6770",353,"jneuro;40/35/6770","40/35/6770",40,35,6770,25,12,"40"
"526","40_35_6779",354,"jneuro;40/35/6779","40/35/6779",40,35,6779,2,1,"40"
"527","40_35_6790",355,"jneuro;40/35/6790","40/35/6790",40,35,6790,41,33,"40"
"528","40_35_6801",356,"jneuro;40/35/6801","40/35/6801",40,35,6801,23,16,"40"
"529","40_35_6812",357,"jneuro;40/35/6812","40/35/6812",40,35,6812,10,7,"40"
"530","40_36_6825",332,"jneuro;40/36/6825","40/36/6825",40,36,6825,28,20,"40"
"531","40_36_6842",333,"jneuro;40/36/6842","40/36/6842",40,36,6842,104,52,"40"
"532","40_36_6854",334,"jneuro;40/36/6854","40/36/6854",40,36,6854,99,69,"40"
"533","40_36_6872",335,"jneuro;40/36/6872","40/36/6872",40,36,6872,13,10,"40"
"534","40_36_6888",336,"jneuro;40/36/6888","40/36/6888",40,36,6888,11,8,"40"
"535","40_36_6896",337,"jneuro;40/36/6896","40/36/6896",40,36,6896,51,24,"40"
"536","40_36_6910",338,"jneuro;40/36/6910","40/36/6910",40,36,6910,109,39,"40"
"537","40_36_6927",339,"jneuro;40/36/6927","40/36/6927",40,36,6927,16,7,"40"
"538","40_36_6938",340,"jneuro;40/36/6938","40/36/6938",40,36,6938,12,9,"40"
"539","40_36_6949",341,"jneuro;40/36/6949","40/36/6949",40,36,6949,62,45,"40"
"540","40_36_6969",342,"jneuro;40/36/6969","40/36/6969",40,36,6969,10,10,"40"
"541","40_36_6978",343,"jneuro;40/36/6978","40/36/6978",40,36,6978,56,29,"40"
"542","40_36_6991",344,"jneuro;40/36/6991","40/36/6991",40,36,6991,47,26,"40"
"543","40_37_7013",319,"jneuro;40/37/7013","40/37/7013",40,37,7013,112,89,"40"
"544","40_37_7027",320,"jneuro;40/37/7027","40/37/7027",40,37,7027,67,35,"40"
"545","40_37_7043",321,"jneuro;40/37/7043","40/37/7043",40,37,7043,48,25,"40"
"546","40_37_7054",322,"jneuro;40/37/7054","40/37/7054",40,37,7054,41,18,"40"
"547","40_37_7065",323,"jneuro;40/37/7065","40/37/7065",40,37,7065,6,3,"40"
"548","40_37_7080",324,"jneuro;40/37/7080","40/37/7080",40,37,7080,45,34,"40"
"549","40_37_7091",325,"jneuro;40/37/7091","40/37/7091",40,37,7091,90,71,"40"
"550","40_37_7105",326,"jneuro;40/37/7105","40/37/7105",40,37,7105,31,19,"40"
"551","40_37_7119",327,"jneuro;40/37/7119","40/37/7119",40,37,7119,79,31,"40"
"552","40_37_7133",328,"jneuro;40/37/7133","40/37/7133",40,37,7133,41,24,"40"
